CNPJ_CIA,DENOM_SOCIAL,SIT,DT_REG,DT_CONST,DT_CANCEL
30.418.658/0001-89,COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS,CANCELADA,8/28/2018,4/5/2018,6/30/2022
37.368.315/0001-04,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5,CANCELADA,2/18/2021,5/15/2020,6/30/2022
32.770.457/0001-71,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA,CANCELADA,7/30/2020,1/29/2019,6/30/2022
34.469.625/0001-19,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI,CANCELADA,11/5/2020,7/22/2019,6/30/2022
30.219.233/0001-40,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL,CANCELADA,8/28/2018,4/4/2018,6/30/2022
35.522.281/0001-27,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS,CANCELADA,10/1/2021,10/4/2019,6/30/2022
02.790.893/0001-41,COMPANHIA SIDERÚRGICA PAULISTA - COSIPA,CANCELADA,6/14/1999,1/29/1999,4/5/2005
60.651.726/0001-16,COMPANHIA SUZANO DE PAPEL E CELULOSE,CANCELADA,7/20/1977,1/1/1923,6/30/2004
87.762.563/0001-03,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,ATIVO,4/19/1982,9/28/1981,
97.406.706/0001-90,COMPAQ FINANCIAL SERVICES ARREND MERC SA,CANCELADA,8/11/1995,1/1/1994,4/22/2004
04.928.297/0001-00,COMPAR CIA PAR REFRIGERANTES,CANCELADA,7/20/1977,,2/3/1993
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,ATIVO,9/28/2020,11/12/2014,
61.231.155/0001-23,COMPESCA CIA BRAS DE PESCA - EM LIQUIDAÇÃO,CANCELADA,7/20/1977,6/14/1966,8/20/2021
54.540.448/0001-27,COMPUGRAF TECNOL. E SISTEMA SA,CANCELADA,11/24/1993,,9/25/1998
10.678.505/0001-63,CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL,ATIVO,2/9/2012,2/19/2009,
15.578.569/0001-06,CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.,ATIVO,10/24/2014,5/8/2012,
18.572.225/0001-88,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,ATIVO,2/19/2016,12/14/2015,
01.654.604/0001-14,CONCES DA ROD OSÓRIO-POA S/A - CONCEPA,CANCELADA,8/11/1998,8/11/1998,12/5/2017
02.327.817/0001-02,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,CANCELADA,1/23/1998,1/22/1998,11/30/2009
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA,ATIVO,9/20/2010,8/20/2008,
10.531.501/0001-58,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,ATIVO,11/22/2010,11/12/2008,
10.531.501/0001-58,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,ATIVO,11/22/2010,11/12/2008,
10.531.501/0001-58,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,ATIVO,11/22/2010,11/12/2008,
19.726.048/0001-00,CONCESSIONÁRIA BR-040 S.A.,ATIVO,3/18/2016,12/16/2015,
36.763.716/0001-98,CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,ATIVO,6/21/2022,3/11/2020,
08.822.767/0001-08,CONCESSIONÁRIA DA RODOVIA MG-050 S.A.,ATIVO,3/6/2017,5/16/2007,
10.841.050/0001-55,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS,ATIVO,2/22/2011,4/27/2009,
32.161.500/0001-00,CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.,ATIVO,12/4/2020,11/21/2018,
19.642.306/0001-70,CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.,ATIVO,2/3/2016,1/21/2014,
03.207.703/0001-83,CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A,ATIVO,11/27/2009,5/28/1999,
02.415.408/0001-50,CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA,CANCELADA,7/27/2007,3/4/1998,11/24/2023
49.314.049/0001-08,CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A,ATIVO,3/26/2024,1/13/2023,
02.451.848/0001-62,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.,ATIVO,7/19/2006,5/1/1998,
02.451.848/0001-62,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.,ATIVO,7/19/2006,5/1/1998,
44.319.688/0001-42,CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A.,ATIVO,1/24/2024,11/10/2021,
15.090.690/0001-94,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,ATIVO,3/15/2022,12/13/2011,
35.593.905/0001-05,CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.,ATIVO,1/4/2022,10/14/2019,
02.509.491/0001-26,CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA,ATIVO,12/18/2006,5/1/1998,
22.163.297/0001-49,CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE,ATIVO,5/25/2017,3/24/2015,
00.938.574/0001-05,CONCESSIONARIA RIO-TERESOPOLIS SA,ATIVO,12/26/2001,11/7/1995,
00.861.626/0001-92,CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A,CANCELADA,8/16/2004,10/31/1995,10/23/2020
10.647.979/0001-48,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,ATIVO,6/30/2010,2/9/2009,
41.886.692/0001-02,CONCESSIONARIA ROTA DE SANTA MARIA S.A,ATIVO,8/24/2023,6/14/2021,
19.521.322/0001-04,CONCESSIONÁRIA ROTA DO OESTE S.A.,ATIVO,6/7/2016,12/27/2013,
15.440.708/0001-30,CONCESSIONÁRIA VIARIO S.A.,ATIVO,1/8/2024,4/20/2012,
15.103.039/0001-01,CONCIC ENGENHARIA SA,CANCELADA,11/20/1979,,8/7/1998
60.883.824/0001-89,CONCRETEX SA,CANCELADA,8/9/1972,,9/17/1993
01.284.807/0001-66,CONDOMINIUM VILLAGE SA,CANCELADA,8/16/1996,5/29/1996,1/9/2007
04.088.846/0001-86,CONEPAR PETROQUIMICA SA,CANCELADA,10/8/2001,9/29/2000,12/18/2002
60.882.628/0001-90,CONFAB INDUSTRIAL SA,CANCELADA,8/21/1980,4/17/1942,5/11/2012
02.736.470/0001-43,CONFIANZA SECURITIZADORA SA,CANCELADA,5/4/1999,5/26/1998,5/3/2023
59.106.484/0001-09,CONFORJA SA CONEXOES DE ACO,CANCELADA,12/17/1981,,12/20/2005
01.123.176/0001-01,CONOVER TRADING SA,CANCELADA,5/17/1996,,4/23/1999
43.081.017/0001-23,CONPART IND ELETRONICA S/A,CANCELADA,9/1/1989,,3/22/2005
09.116.278/0001-01,CONPEL CIA. NORDESTINA DE PAPEL - EM RECUPERAÇÃO JUDICIAL,ATIVO,7/20/1977,7/7/1967,
97.191.902/0001-94,CONSERVAS ODERICH SA,ATIVO,7/20/1977,8/8/1908,
29.894.663/0001-89,CONSIGNADOS I COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,CANCELADA,1/21/2020,1/19/2018,6/30/2022
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A,CANCELADA,7/20/1977,8/8/1952,3/28/2024
01.395.591/0001-06,CONSPREVI SA,CANCELADA,10/14/1996,7/31/1996,6/28/2001
17.262.213/0001-94,CONST ANDRADE GUTIERREZ SA,CANCELADA,7/20/1977,,3/6/1991
43.382.027/0001-07,CONST CENTENARIO SA EMP E PART,CANCELADA,1/27/1988,,12/27/1990
60.395.167/0001-20,CONST CIVIL INDL SA,CANCELADA,7/20/1977,,12/26/1991
46.014.635/0001-49,CONST LIX DA CUNHA SA,CANCELADA,7/20/1977,1/6/1924,8/23/2019
33.265.695/0001-92,CONST PRESIDENTE SA,CANCELADA,7/25/1984,,1/2/1990
61.522.512/0001-02,CONSTRUCOES COM CAM CORREA SA,CANCELADA,7/20/1977,,9/30/1998
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,ATIVO,7/20/1977,1/1/1958,
61.192.373/0001-04,CONSTRUTORA BETER SA,CANCELADA,7/20/1977,12/31/1964,8/30/2016
27.743.642/0001-37,CONSTRUTORA METROCASA S.A.,ATIVO,11/1/2023,6/12/2018,
15.102.288/0001-82,CONSTRUTORA NORBERTO ODEBRECHT S.A.,CANCELADA,7/20/1977,1/1/1945,4/26/2002
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,ATIVO,9/29/1986,3/14/1956,
71.476.527/0001-35,CONSTRUTORA TENDA S/A,ATIVO,10/11/2007,1/1/1994,
84.684.349/0001-80,CONSUL SA,CANCELADA,1/2/1976,,5/16/1994
17.632.564/0001-40,CONSULT SECURITIZADORA S/A,CANCELADA,10/25/2013,2/15/2013,2/27/2015
31.594.055/0001-09,CONTAGEM SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,CANCELADA,2/27/2019,9/12/2018,9/4/2020
61.535.241/0001-20,CONTEX CONFECÇÕES TEXTEIS SA,CANCELADA,4/26/1991,3/6/1953,1/4/2010
17.250.986/0001-50,CONVAP ENG CONSTRUCOES SA,CANCELADA,1/11/1982,,7/29/1997
09.462.850/0001-86,COPACABANA PRINCE PARTICIPAÇÕES S.A.,CANCELADA,8/7/2008,12/29/2007,12/31/2011
04.895.066/0001-48,COPALA INDUSTRIAS REUNIDAS SA,CANCELADA,7/20/1977,4/20/1951,1/4/2010
04.368.898/0001-06,COPEL DISTRIBUIÇÃO S.A.,ATIVO,5/19/2022,1899-12-30,
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S/A,ATIVO,6/27/2019,3/20/2001,
15.660.004/0001-73,COPENE PARTICIPAÇÕES S/A,CANCELADA,9/28/1982,,4/19/2005
10.265.949/0001-77,COPERSUCAR SA,CANCELADA,7/19/2011,7/17/2008,8/12/2011
88.948.492/0001-92,COPESUL - COMPANHIA PETROQUÍMICA DO SUL,CANCELADA,11/11/1992,6/8/1976,10/17/2007
29.845.329/0001-35,COPISEC SECURITIZADORA DE CRÉDITOS FINANCEIROS SA,CANCELADA,10/26/2018,2/16/2018,9/4/2020
92.670.959/0001-52,CORBETTA SA IND COM,CANCELADA,9/10/1980,,8/7/2007
25.865.452/0001-67,COREVA SA PRO AGRI PEC IND COM,CANCELADA,7/28/1971,,12/20/2005
15.101.405/0001-93,CORRÊA RIBEIRO S/A COMÉRCIO E INDÚSTRIA,CANCELADA,7/20/1977,1/2/1926,1/29/2024
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,ATIVO,8/9/2023,11/17/2011,
62.092.739/0001-28,COSAN ALIMENTOS S.A.,CANCELADA,7/16/2007,11/16/1989,6/4/2010
17.346.997/0001-39,COSAN LOGÍSTICA S.A.,CANCELADA,9/11/2014,4/23/2012,1/22/2021
50.746.577/0001-15,COSAN S.A.,ATIVO,10/26/2005,2/1/2000,
44.689.123/0001-57,COSTA PINTO S.A.,CANCELADA,1/16/1985,10/7/1980,3/25/2013
61.190.047/0001-50,COTONIFICIO BELTRAMO SA,CANCELADA,5/23/1923,,10/19/1988
09.929.746/0001-59,COTONOFICIO JOSE RUFINO SA,CANCELADA,10/28/1981,,12/20/2005
03.410.855/0001-89,CP CIMENTO E PARTICIPAÇÕES  S/A,CANCELADA,1/22/2002,8/20/1999,3/21/2011
02.429.144/0001-93,CPFL ENERGIA SA,ATIVO,5/18/2000,3/20/1998,
02.429.144/0001-93,CPFL ENERGIA SA,ATIVO,5/18/2000,3/20/1998,
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,ATIVO,3/8/2007,10/2/2006,
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,ATIVO,3/8/2007,10/2/2006,
03.953.509/0001-47,CPFL GERAÇÃO DE ENERGIA S/A,ATIVO,6/7/2001,7/19/2000,
02.150.569/0001-69,CPFL JAGUARIÚNA S.A.,CANCELADA,9/21/2006,1/1/1912,10/24/2007
65.599.953/0001-63,CPM BRAXIS S/A,CANCELADA,9/22/2006,1/1/1982,9/4/2007
07.081.339/0001-09,CR2 CIA SECURITIZADORA DE CREDITOS IMOBILIÁRIOS,CANCELADA,2/16/2005,11/3/2004,7/29/2009
21.331.849/0001-18,CREDGRID SERVIÇOS FINANCEIROS S.A.,CANCELADA,10/11/2022,9/26/2014,4/28/2023
34.098.442/0001-34,CREDICARD SA ADMN CARTOES CRED,CANCELADA,10/2/1981,,7/1/1987
49.923.766/0001-37,CREDIT COMML FRANCE SA AR MERC,CANCELADA,9/22/1980,,8/25/1987
33.040.601/0001-87,CREDITAQUI FINANCEIRA S.A. CRÉDITO,,,,
82.641.325/0001-18,CREMER SA,CANCELADA,8/20/1969,,5/7/2004
82.641.325/0001-18,CREMER SA,CANCELADA,6/30/2006,3/30/1935,11/22/2018
15.104.060/0001-21,CRESAL EXP SA IND E COMERCIO,CANCELADA,8/5/1986,,4/18/1995
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,ATIVO,2/9/2021,7/9/1970,
33.258.518/0001-89,CRUZEIRO DO SUL SA SERV AEREOS,CANCELADA,9/25/1979,,1/27/1993
35.502.310/0001-99,CS BRASIL PARTICIPAÇÕES E LOCAÇÕES S.A.,CANCELADA,4/26/2021,10/25/2019,5/4/2022
05.889.284/0001-32,CSA-COMPANHIA SECURITIZADORA DE ATIVOS,CANCELADA,12/16/2003,4/25/2003,6/1/2022
00.624.910/0001-45,CSM CARTOES DE SEGURANCA SA,CANCELADA,1/2/1997,5/17/1995,4/23/2001
08.902.291/0001-15,CSN MINERAÇÃO S.A.,ATIVO,2/12/2021,6/12/2007,
01.896.779/0001-38,CSU DIGITAL S.A.,ATIVO,4/25/2006,8/1/1996,
06.981.381/0001-13,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,ATIVO,8/24/2016,8/10/2004,
02.998.611/0001-04,CTEEP CIA TRANSM ENERGIA ELÉTR. PAULISTA,ATIVO,7/14/1999,2/4/1999,
02.998.611/0001-04,CTEEP CIA TRANSM ENERGIA ELÉTR. PAULISTA,ATIVO,7/14/1999,2/4/1999,
02.432.056/0001-40,CTMR CELULAR SA,CANCELADA,5/6/1998,1/5/1998,7/31/2003
06.879.308/0001-35,CTN AGROINDUSTRIA E PARTICIPAÇÕES S/A,CANCELADA,1/13/1998,11/11/1981,3/9/2007
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO,CANCELADA,10/9/2008,4/25/2008,3/31/2017
61.323.226/0001-18,CURT SA,CANCELADA,11/23/1984,,12/20/2005
13.073.580/0001-99,CURTUME INDL NE B SA CURTINBRA,CANCELADA,7/20/1977,,4/27/1994
06.269.435/0001-12,CURTUMES DO NORDESTE SA,CANCELADA,7/20/1977,,8/9/2005
08.797.760/0001-83,CURY CONSTRUTORA E INCORPORADORA S.A.,ATIVO,9/17/2020,10/19/2019,
10.760.260/0001-19,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,ATIVO,12/5/2013,3/25/2009,
10.760.260/0001-19,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,ATIVO,12/5/2013,3/25/2009,
16.233.389/0001-55,CVLB BRASIL S.A.,ATIVO,2/10/2021,3/25/1968,
73.178.600/0001-18,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,ATIVO,7/7/1994,1/1/1973,
96.735.006/0001-86,CZARINA SA,CANCELADA,5/13/1986,1/2/1952,2/14/2007
61.482.725/0001-58,D F VASCONC SA OPT MEC A PREC,CANCELADA,7/20/1977,4/1/1941,4/20/2007
12.108.897/0001-50,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,ATIVO,8/6/2020,6/21/2010,
59.172.676/0001-05,DACUNHA SA,CANCELADA,7/20/1977,,11/23/1992
27.179.753/0001-62,DADALTO SA,CANCELADA,12/17/1982,,6/7/1990
02.312.604/0001-07,DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO,CANCELADA,3/6/1998,11/6/1997,5/30/2017
92.758.085/0001-90,DANA-ALBARUS S.A. INDÚSTRIA E COMÉRCIO,CANCELADA,7/20/1977,7/10/1947,8/5/2005
01.287.588/0001-79,DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS S.A.,CANCELADA,4/26/2018,6/3/1996,11/9/2018
33.387.382/0001-07,DATAMEC SA SIST PROC DE DADOS,CANCELADA,7/20/1977,,4/20/2000
03.114.361/0001-57,DATASUL S/A,CANCELADA,5/30/2006,1/1/1978,10/13/2008
07.704.246/0001-93,DATORA PARTICIPAÇÕES E SERVIÇOS S/A,ATIVO,12/22/2021,9/27/2005,
88.616.735/0001-95,DE ANTONI SA MAQS IMPL AGRIC,CANCELADA,7/20/1977,,8/13/1992
61.146.650/0001-34,DE MAIO GALLO S.A IND. COM. PÇS P/ AUTOM,CANCELADA,7/20/1977,9/12/1947,6/22/2004
54.360.912/0001-01,DEDINI SA ADM E PARTICIPACOES,CANCELADA,2/12/1979,,3/30/1999
48.170.765/0001-04,DEDINI SA SIDERURGICA,CANCELADA,12/23/1980,,10/12/1990
59.359.539/0001-84,DEDIPAR SA PARTICIPACOES,CANCELADA,2/2/1990,,4/14/1992
12.395.010/0001-52,DELUXE MOTORS S.A.,CANCELADA,9/9/2013,5/28/2010,1/7/2016
62.464.904/0001-25,DERSA DESENVOLVIMENTO RODOVIARIO SA,CANCELADA,12/23/1994,6/10/1969,11/25/2009
81.106.957/0001-19,DESCARBONIZE SOLUÇÕES S.A.,ATIVO,8/16/2023,1/11/1989,
08.170.849/0001-15,DESKTOP S.A,ATIVO,7/19/2021,5/18/2006,
47.240.585/0001-80,DESTILARIA R S SA,CANCELADA,6/14/1982,,12/10/1986
97.837.181/0001-47,DEXCO S.A.,ATIVO,9/10/2007,1/25/1962,
97.837.181/0001-47,DEXCO S.A.,ATIVO,9/10/2007,1/25/1962,
02.193.750/0001-52,DEXXOS PARTICIPAÇÕES S.A.,ATIVO,11/20/1997,10/1/1997,
57.247.900/0001-55,DFV AUTOMACAO E ROBOTICA SA,CANCELADA,9/26/1988,,9/18/1992
92.825.900/0001-96,DHB IND E COMERCIO SA,CANCELADA,3/21/1978,1/1/1967,4/12/2017
61.486.650/0001-83,DIAGNOSTICOS DA AMERICA SA,ATIVO,11/5/2004,1/1/1961,
61.486.650/0001-83,DIAGNOSTICOS DA AMERICA SA,ATIVO,11/5/2004,1/1/1961,
60.930.468/0001-07,DIAMETRO EMPREENDIMENTOS SA,CANCELADA,7/20/1977,,3/1/1991
00.664.949/0001-96,DIAMONDMALL SA EMPREENDS PARTS,CANCELADA,9/27/1995,,1/10/1997
65.654.303/0001-73,DIBENS LEASING S.A.- ARREND. MERCANTIL,ATIVO,9/28/1993,9/27/1990,
89.547.269/0001-04,DIGITEL S.A. INDUSTRIA ELETRONICA - EM RECUPERAÇÃO JUDICIAL,CANCELADA,6/20/1986,12/7/1978,6/15/2020
40.173.064/0001-09,DIJON SA,CANCELADA,4/30/1991,1/1/1964,9/23/2010
92.665.611/0001-77,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,ATIVO,7/20/1977,6/28/1936,
92.665.611/0001-77,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,ATIVO,7/20/1977,6/28/1936,
07.659.538/0001-51,DINAMICA ENERGIA S/A,ATIVO,5/3/2006,9/30/2005,
16.614.075/0001-00,DIRECIONAL ENGENHARIA SA,ATIVO,2/29/2008,1/1/1981,
04.211.850/0001-90,DISMAC INDUSTRIAL SA,CANCELADA,3/18/1982,,10/30/1987
92.689.256/0001-76,DISTRIB PRODUTOS PETROLEO IPIRANGA S.A.,CANCELADA,5/14/1969,10/17/1957,7/17/2008
01.125.282/0001-16,DISTRIBUIDORA DE PETROLEO DA BAHIA SA,CANCELADA,6/7/2001,1/30/1996,1/23/2006
61.160.008/0001-00,DIXIE LALEKLA SA,CANCELADA,5/15/1991,,7/20/1995
60.394.723/0001-44,DIXIE TOGA SA,CANCELADA,6/30/1995,6/30/1995,7/21/2011
91.669.747/0001-92,DM FINANCEIRA S.A. - CRÉDITO,,,,
33.433.665/0001-48,DOCAS INVESTIMENTOS SA,CANCELADA,7/20/1977,1899-11-03,5/23/2014
02.207.388/0001-21,DOCASNET SA,CANCELADA,2/9/1998,10/3/1997,10/2/2001
84.683.408/0001-03,DOHLER S.A.,ATIVO,12/26/1973,1755-12-09,
01.252.296/0001-09,DOMINIUM PAR SA,CANCELADA,10/14/1996,5/24/1996,10/8/1999
60.646.502/0001-16,DOMINIUM SA,CANCELADA,7/20/1977,,3/22/2005
04.034.792/0001-76,DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.,CANCELADA,10/29/2001,7/31/2000,12/22/2016
08.926.302/0001-05,DOMMO ENERGIA S.A.,CANCELADA,9/17/2014,6/27/2007,3/9/2023
31.119.639/0001-14,DONA ISABEL SA,CANCELADA,1/13/1969,1889-05-08,1/4/2010
52.123.916/0001-32,DORI ALIMENTOS S.A.,CANCELADA,11/17/2021,5/8/1967,12/15/2023
18.174.270/0001-84,DOTZ S.A.,ATIVO,5/12/2021,5/14/2013,
82.610.726/0001-00,DOUAT CIA TEXTIL,CANCELADA,12/1/1975,,8/26/2004
33.387.549/0001-30,DOVA SA,CANCELADA,2/16/1971,,11/14/1998
60.435.351/0001-57,DOW QUIMICA SA,CANCELADA,3/18/1980,,8/16/1996
03.382.891/0001-86,DR. INVEST S/A,CANCELADA,1/5/2000,7/14/1999,2/8/2002
84.683.481/0001-77,DROGARIA FARM CATARINENSE SA,CANCELADA,7/20/1977,,12/14/1992
12.492.734/0001-14,DROGARIAS AMERICANAS SA,CANCELADA,7/9/2012,8/10/2010,1/7/2016
03.303.999/0001-36,DTCOM - DIRECT TO COMPANY S.A.,ATIVO,2/4/2000,7/20/1999,
03.303.999/0001-36,DTCOM - DIRECT TO COMPANY S.A.,ATIVO,2/4/2000,7/20/1999,
87.266.359/0001-93,DURATEX MADEIRA AGLOMERADA SA,CANCELADA,9/10/1982,,8/7/1990
61.194.080/0001-58,DURATEX SA,CANCELADA,4/26/1966,3/31/1951,8/31/2009
60.881.422/0001-45,DUREX INDUSTRIAL SA,CANCELADA,7/20/1977,,1/10/2000
10.382.341/0001-22,DUXXI IMOBILIÁRIA S.A.,CANCELADA,6/4/2010,9/10/2008,4/12/2017
02.535.294/0001-81,EASYPAR SA,CANCELADA,10/2/1998,5/12/1998,1/4/2010
10.847.761/0001-37,EBX BRASIL SA,CANCELADA,10/8/2009,3/31/2009,3/13/2014
51.218.089/0001-06,ECIL SA PRODS E SIST MED CONT,CANCELADA,8/9/1988,,12/3/1997
33.261.561/0001-01,ECISA ENG COM E INDUSTRIA SA,CANCELADA,7/20/1977,1/1/1949,4/8/2005
02.151.985/0001-81,ECO HILLS SA,CANCELADA,11/7/1997,9/2/1997,1/9/2007
10.753.164/0001-43,ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,CANCELADA,7/15/2009,3/2/2009,6/1/2022
19.208.022/0001-70,ECO050 - CONCESSIONÁRIA DE RODOVIAS S.A.,ATIVO,3/2/2016,10/28/2013,
15.484.093/0001-44,ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.,ATIVO,4/10/2015,3/22/2012,
15.102.080/0001-63,ECONOMICO SA ARREND MERCANTIL,CANCELADA,10/31/1991,,3/22/2005
13.587.050/0001-69,ECONOMICO SA EMPREENDIMENTOS,CANCELADA,7/28/1989,,3/31/2003
29.884.545/0001-90,ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.,ATIVO,3/1/2024,2/20/2018,
08.873.873/0001-10,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,ATIVO,12/22/2009,5/16/2007,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,ATIVO,9/24/2003,11/7/2000,
27.092.587/0001-62,EDAFO SECURITIZADORA S.A.,CANCELADA,1/17/2018,1/17/2017,6/26/2018
89.411.771/0001-85,EDISA HEWLETT-PACKARD SA,CANCELADA,12/29/1977,,6/9/1993
02.183.757/0001-93,EDITORA ABRIL S/A,CANCELADA,11/6/2001,1/1/1950,8/18/2011
60.598.059/0001-55,EDITORA ABRIL SA,CANCELADA,6/1/1990,,1/14/1992
60.598.059/0001-55,EDITORA ABRIL SA,CANCELADA,1/4/1994,,5/6/1994
33.270.240/0001-65,EDITORA DE GUIAS LTB SA,CANCELADA,7/20/1977,,9/30/1987
61.383.279/0001-24,EDITORA LISA SA LIVROS IRRADT,CANCELADA,7/20/1977,,8/13/1987
13.565.502/0001-01,EDN ESTIRENO DO NORDESTE SA,CANCELADA,3/4/1982,,7/10/2003
03.983.431/0001-03,EDP ENERGIAS DO BRASIL S/A,ATIVO,7/5/2005,6/24/2000,
03.983.431/0001-03,EDP ENERGIAS DO BRASIL S/A,ATIVO,7/5/2005,6/24/2000,
28.152.650/0001-71,EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,ATIVO,1/19/1996,7/1/1968,
02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,ATIVO,3/27/1998,12/11/1997,
12.668.792/0001-56,EGEU PARTICIPAÇÕES SA,CANCELADA,2/7/2012,9/9/2010,12/31/2013
92.696.038/0001-69,EICOM ENG IND E COMERCIO SA,CANCELADA,10/14/1963,,3/9/1990
00.261.304/0001-02,EISA ESTALEIRO ILHA SA,CANCELADA,8/13/1997,,5/8/2002
36.146.575/0001-64,EIXO SP CONCESSIONARIA DE RODOVIAS S.A.,ATIVO,7/8/2022,1/20/2020,
12.610.097/0001-33,EKOPARKING SA,CANCELADA,8/10/2012,8/10/2010,1/7/2016
07.401.436/0001-31,ELDORADO BRASIL CELULOSE S.A.,ATIVO,6/6/2012,4/25/2005,
35.980.592/0001-30,ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.,ATIVO,9/16/2022,1/13/2020,
53.843.777/0001-84,ELEBRA SA ELETR BRASILEIRA,CANCELADA,12/7/1984,7/31/1984,3/18/2008
82.643.537/0001-34,ELECTRO AÇO ALTONA S/A,ATIVO,1/19/1950,3/8/1924,
76.487.032/0001-25,ELECTROLUX DO BRASIL SA,CANCELADA,5/12/1966,7/4/1957,7/27/2004
13.788.120/0001-47,ELEKEIROZ S/A,CANCELADA,8/18/1971,8/19/1969,7/1/2020
13.788.120/0001-47,ELEKEIROZ S/A,CANCELADA,8/18/1971,8/19/1969,7/1/2020
10.362.796/0001-86,ELEKEIROZ SA,CANCELADA,12/10/1985,,7/31/2003
02.328.280/0001-97,ELEKTRO REDES S.A.,ATIVO,7/8/1998,1/6/1998,
01.104.937/0001-70,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,ATIVO,9/30/1996,1/29/1996,
51.702.975/0001-00,ELETRODIGI ELETR DIGITAL SA,CANCELADA,11/4/1983,,4/25/1985
76.498.179/0001-10,ELETROFRIO SA,CANCELADA,4/26/1996,,2/6/1998
09.347.516/0001-81,ELETROMIDIA S.A.,ATIVO,2/11/2021,11/7/2013,
10.216.117/0001-60,ELETROMOURA SA,CANCELADA,8/25/1976,1/24/1971,3/19/2007
